date,America,Europe,China,Korea
2019-03-27,30.150450656671374,200.90283744694815,27.30963852110824,0.1957497846769098
2019-03-28,30.679371115238737,199.34568338940844,27.416611646985316,0.2177159092012138
2019-03-29,30.487453916635307,196.76164154624723,27.429083987461993,0.21444740894505415
2019-03-30,30.044938034569093,194.25419548588778,27.441819836407912,0.20889989802525954
2019-03-31,30.345008311747875,195.86192398594338,27.39707093503701,0.20446437398155026
2019-04-01,30.695924572106783,198.4893619572738,27.605849752787336,0.19772675035869994
2019-04-02,30.632980559413237,194.03636710139693,27.644686988731298,0.19943772483299177
2019-04-03,30.677024954534012,195.09820633262726,27.581700457331426,0.20659277517265812
2019-04-04,30.729257769485606,194.7892733138929,27.43077461517839,0.20227157640542498
2019-04-05,30.402842264676885,194.6436583305885,27.314101062264786,0.1951379077294166
2019-04-06,30.55948461984813,193.29875891019753,27.207751625986212,0.1953379391006133
2019-04-07,30.54638249658102,193.53753816713564,27.45596437436304,0.19668536063997935
2019-04-08,31.28421960804449,195.53998955355317,27.72656804232573,0.2007898732406285
2019-04-09,31.196497551114582,197.2379323488779,27.658853259317365,0.2033359270099202
2019-04-10,31.04461389843639,197.49927549133372,27.80370493980974,0.19841551226065124
2019-04-11,31.119178651276012,196.71965073495775,27.661854011139162,0.2024451616843089
2019-04-12,31.0354629557705,196.51353006775116,27.832914935186533,0.20270607054512677
2019-04-13,30.49068463148122,197.95237062694764,27.894506880508466,0.20010010887568896
2019-04-14,30.788205708830574,197.9224485950046,27.91292863587216,0.20768934324284086
2019-04-15,31.144291604762444,199.32194266983075,27.915119199789938,0.20972853358620402
2019-04-16,31.003730218821225,199.5574364335605,28.09815886626104,0.20530058409757754
2019-04-17,30.959285280794823,198.25020008251508,28.196088729201662,0.20749826554891304
2019-04-18,30.548096811575512,195.69962116744546,28.10982524265526,0.21049508561753305
2019-04-19,30.13723038179281,194.3115624975713,27.997556166836773,0.20479702588061283
2019-04-20,29.983277864034182,194.22089062257248,28.079596477659514,0.2046130004105007
2019-04-21,30.124647248281466,194.52504687256868,27.969555636649133,0.2065089404394307
2019-04-22,30.369664892946467,195.7434374975535,28.159961312970275,0.20905771091521178
2019-04-23,30.257866870649433,198.155026947229,28.110794808301605,0.2060944671563851
2019-04-24,30.109746856641216,196.38411538289185,28.125389256339517,0.20852181401454395
2019-04-25,30.14010400713612,195.6974389428581,28.357570517148904,0.21287012202745492
2019-04-26,29.959246449734792,193.20594834387583,28.603207242858424,0.20479428997899782
2019-04-27,29.985054195438277,192.20069958413515,28.384934210576997,0.2059698890487898
2019-04-28,30.250079077046113,192.9904158466727,28.473610950119507,0.2123594430195122
2019-04-29,30.590191747234854,193.3936116767708,28.510914514946922,0.21745905863721446
2019-04-30,30.66716069978449,192.06223732216029,28.710248246624328,0.20926903156733112
2019-05-01,30.196160086394983,191.70536800415644,28.688226697891352,0.19927267427237352
2019-05-02,30.277557785983515,192.38355991879848,28.738852785875125,0.19980702690480057
2019-05-03,30.057633575999745,190.92577005281984,28.694563702672873,0.19939979592829135
2019-05-04,29.845400977913997,191.02574962528632,29.050401028843577,0.19579135867682268
2019-05-05,29.706943669419736,190.97477747250838,29.22305113252527,0.19965416391034607
2019-05-06,30.131428213519328,193.31356266780304,29.240310238987487,0.20005060190325988
2019-05-07,30.06623980138648,193.48784272793776,29.367539463916263,0.20376769963115696
2019-05-08,29.763067482859203,192.33603254846142,29.34962781037417,0.20610249698013838
2019-05-09,29.970201906581156,193.4138831898403,29.104240920902157,0.2058612806150014
2019-05-10,29.686130172244077,191.12627459881347,29.02689824237525,0.20315234694504525
2019-05-11,29.535754237898203,191.8356795488989,29.092817062013292,0.21010613543647755
2019-05-12,29.70043041613006,192.32844259058416,29.2895552140083,0.21200911376330517
2019-05-13,29.756451516668267,195.17285241727984,29.21656088953036,0.21149320125701754
2019-05-14,30.11598561321188,198.16925001942883,29.159554029648866,0.2204410680406393
2019-05-15,30.083062406734026,197.63086316152194,29.359266048444113,0.22097502235553268
